Bundesland,date,Impfserie1,Impfserie2,Impfserie3,Impfserie4
Thüringen,2021-11-16,1595,2147,11985,1
NA,2021-11-16,42,91,382,NA
Schleswig-Holstein,2021-11-17,2101,2259,17716,NA
Hamburg,2021-11-17,1830,2338,9860,NA
Niedersachsen,2021-11-17,6880,8150,51171,NA
Bremen,2021-11-17,597,595,3823,NA
Nordrhein-Westfalen,2021-11-17,12752,14796,109278,NA
Hessen,2021-11-17,6719,5774,32338,NA
Rheinland-Pfalz,2021-11-17,2607,3138,21606,NA
Baden-Württemberg,2021-11-17,10861,9877,53213,NA
Bayern,2021-11-17,17326,12968,74065,19
Saarland,2021-11-17,752,639,6506,NA
Berlin,2021-11-17,4196,3129,20138,NA
Brandenburg,2021-11-17,2201,1789,14349,NA
Mecklenburg-Vorpommern,2021-11-17,1672,1619,10235,NA
Sachsen,2021-11-17,239,118,2863,NA
Sachsen-Anhalt,2021-11-17,2503,2124,12435,NA
Thüringen,2021-11-17,1888,1543,12757,3
NA,2021-11-17,43,180,737,NA
Schleswig-Holstein,2021-11-18,2138,1936,15637,NA
Hamburg,2021-11-18,2160,2051,10628,NA
Niedersachsen,2021-11-18,7392,8482,48899,1
Bremen,2021-11-18,512,664,3735,NA
Nordrhein-Westfalen,2021-11-18,15439,16116,115969,NA
Hessen,2021-11-18,6309,5648,30713,NA
Rheinland-Pfalz,2021-11-18,3142,3318,20291,3
Baden-Württemberg,2021-11-18,10627,10155,51226,2
Bayern,2021-11-18,16203,13680,79840,22
Saarland,2021-11-18,838,747,6631,NA
Berlin,2021-11-18,3883,2920,21234,NA
Brandenburg,2021-11-18,2671,2310,14775,NA
Mecklenburg-Vorpommern,2021-11-18,1985,1760,9728,1
Sachsen,2021-11-18,3745,2957,20626,1
Sachsen-Anhalt,2021-11-18,2575,2511,13165,NA
Thüringen,2021-11-18,2905,2033,13962,NA
NA,2021-11-18,104,196,1028,NA
Schleswig-Holstein,2021-11-19,1715,1283,12483,NA
Hamburg,2021-11-19,1715,1454,9399,NA
Niedersachsen,2021-11-19,6269,5334,42330,NA
Bremen,2021-11-19,446,611,3466,NA
Nordrhein-Westfalen,2021-11-19,12085,10140,98128,1
Hessen,2021-11-19,5437,3518,26264,1
Rheinland-Pfalz,2021-11-19,2542,2277,17408,NA
Baden-Württemberg,2021-11-19,10699,7120,48767,1
Bayern,2021-11-19,17588,14130,71768,28
Saarland,2021-11-19,1000,500,5994,NA
Berlin,2021-11-19,2941,2202,18534,NA
Brandenburg,2021-11-19,1311,804,8769,NA
Mecklenburg-Vorpommern,2021-11-19,1966,1121,7994,NA
Sachsen,2021-11-19,2818,1694,16105,1
Sachsen-Anhalt,2021-11-19,2175,1180,10547,1
Thüringen,2021-11-19,1941,1345,9644,1
NA,2021-11-19,31,155,604,NA
Schleswig-Holstein,2021-11-20,1243,401,5737,NA
Hamburg,2021-11-20,1826,602,2669,NA
Niedersachsen,2021-11-20,1242,733,8257,1
Bremen,2021-11-20,212,167,1489,NA
Nordrhein-Westfalen,2021-11-20,8842,3738,44210,NA
Hessen,2021-11-20,3105,1195,9118,1
Rheinland-Pfalz,2021-11-20,1509,610,5893,NA
Baden-Württemberg,2021-11-20,7903,2739,30755,1
Bayern,2021-11-20,11129,6357,31158,18
Saarland,2021-11-20,1012,218,1785,NA
Berlin,2021-11-20,2042,1153,9087,NA
Brandenburg,2021-11-20,1058,290,4672,NA
Mecklenburg-Vorpommern,2021-11-20,300,83,858,NA
Sachsen,2021-11-20,2051,1009,7269,NA
Sachsen-Anhalt,2021-11-20,1438,504,3977,1
Thüringen,2021-11-20,3967,1005,4755,NA
NA,2021-11-20,NA,NA,9,NA
Schleswig-Holstein,2021-11-21,85,30,750,NA
Hamburg,2021-11-21,954,317,1209,NA
Niedersachsen,2021-11-21,93,73,1035,NA
Bremen,2021-11-21,NA,NA,13,NA
Nordrhein-Westfalen,2021-11-21,2731,1038,13567,1
Hessen,2021-11-21,1512,528,6615,NA
Rheinland-Pfalz,2021-11-21,279,61,1684,NA
Baden-Württemberg,2021-11-21,3425,989,11680,NA
Bayern,2021-11-21,3549,2570,13984,9
Saarland,2021-11-21,35,14,243,NA
Berlin,2021-11-21,1199,613,5129,1
Brandenburg,2021-11-21,265,82,546,NA
Mecklenburg-Vorpommern,2021-11-21,8,3,102,NA
Sachsen,2021-11-21,42,20,445,NA
Sachsen-Anhalt,2021-11-21,235,120,1581,NA
Thüringen,2021-11-21,127,38,170,NA
NA,2021-11-21,1,NA,NA,NA
Schleswig-Holstein,2021-11-22,1469,706,8481,NA
Hamburg,2021-11-22,2245,1076,7022,NA
Niedersachsen,2021-11-22,7006,3832,30976,NA
Bremen,2021-11-22,607,440,2715,1
Nordrhein-Westfalen,2021-11-22,14367,7502,78923,NA
Hessen,2021-11-22,5541,2683,19051,NA
Rheinland-Pfalz,2021-11-22,2533,1173,11991,NA
Baden-Württemberg,2021-11-22,8904,3898,36137,1
Bayern,2021-11-22,10448,6265,58763,19
Saarland,2021-11-22,1091,317,4961,NA
Berlin,2021-11-22,3801,2001,17361,NA
Brandenburg,2021-11-22,1827,1002,9188,2
Mecklenburg-Vorpommern,2021-11-22,1984,933,7576,NA
Sachsen,2021-11-22,2655,1584,15065,NA
Sachsen-Anhalt,2021-11-22,2411,1153,9808,3
Thüringen,2021-11-22,1383,527,5482,NA
NA,2021-11-22,17,43,906,NA
Schleswig-Holstein,2021-11-23,3119,2101,21281,1
Hamburg,2021-11-23,3840,1895,12048,NA
Niedersachsen,2021-11-23,11615,7368,60218,2
Bremen,2021-11-23,1039,649,4205,NA
Nordrhein-Westfalen,2021-11-23,24611,17051,157967,NA
Hessen,2021-11-23,9941,5527,38434,1
Rheinland-Pfalz,2021-11-23,5114,3392,29429,1
Baden-Württemberg,2021-11-23,17272,9210,75884,1
Bayern,2021-11-23,20851,12807,121242,25
Saarland,2021-11-23,1789,915,8781,NA
Berlin,2021-11-23,6580,3311,28176,NA
Brandenburg,2021-11-23,3951,2335,21383,NA
Mecklenburg-Vorpommern,2021-11-23,2923,1465,12364,1
Sachsen,2021-11-23,4883,2824,28655,NA
Sachsen-Anhalt,2021-11-23,4864,2276,18492,NA
Thüringen,2021-11-23,3262,1937,16331,NA
NA,2021-11-23,86,136,1770,NA
Schleswig-Holstein,2021-11-24,3771,2379,26822,NA
Hamburg,2021-11-24,3937,2350,14813,NA
Niedersachsen,2021-11-24,14962,9162,78172,NA
Bremen,2021-11-24,1056,706,4452,NA
Nordrhein-Westfalen,2021-11-24,26701,16958,191007,1
Hessen,2021-11-24,11908,6399,53429,1
Rheinland-Pfalz,2021-11-24,6327,3727,42988,1
Baden-Württemberg,2021-11-24,20367,11079,90937,2
Bayern,2021-11-24,23160,13704,134945,25
Saarland,2021-11-24,1872,808,10563,NA
Berlin,2021-11-24,6737,3624,31426,NA
Brandenburg,2021-11-24,4572,2217,23749,2
Mecklenburg-Vorpommern,2021-11-24,3970,1878,14832,1
Sachsen,2021-11-24,5560,3720,33622,1
Sachsen-Anhalt,2021-11-24,5381,2357,20674,1
Thüringen,2021-11-24,3653,1846,17469,NA
NA,2021-11-24,139,220,2133,NA
Schleswig-Holstein,2021-11-25,3489,2198,21090,NA
Hamburg,2021-11-25,3603,1989,14604,NA
Niedersachsen,2021-11-25,14769,8786,68646,1
Bremen,2021-11-25,1150,700,4462,NA
Nordrhein-Westfalen,2021-11-25,27565,17868,178804,1
Hessen,2021-11-25,11686,6194,44992,2
Rheinland-Pfalz,2021-11-25,6174,3790,36393,NA
Baden-Württemberg,2021-11-25,19731,11043,87675,4
Bayern,2021-11-25,23077,13994,128525,18
Saarland,2021-11-25,1582,685,9378,NA
Berlin,2021-11-25,7111,3300,29796,NA
Brandenburg,2021-11-25,4892,2580,22608,NA
Mecklenburg-Vorpommern,2021-11-25,3996,2136,14953,NA
Sachsen,2021-11-25,6045,3875,31874,1
Sachsen-Anhalt,2021-11-25,5947,2735,21292,2
Thüringen,2021-11-25,4477,2021,17288,1
NA,2021-11-25,160,205,2104,NA
Schleswig-Holstein,2021-11-26,2915,1889,21259,1
Hamburg,2021-11-26,2928,1535,12604,NA
Niedersachsen,2021-11-26,11517,6278,62067,1
Bremen,2021-11-26,774,693,4568,NA
Nordrhein-Westfalen,2021-11-26,22550,12901,173023,1
Hessen,2021-11-26,8850,4205,41574,2
Rheinland-Pfalz,2021-11-26,5114,2635,34596,2
Baden-Württemberg,2021-11-26,16418,8056,79163,5
Bayern,2021-11-26,19975,12740,113513,28
Saarland,2021-11-26,1180,484,8461,NA
Berlin,2021-11-26,4922,2336,25897,NA
Brandenburg,2021-11-26,3848,1285,17238,4
Mecklenburg-Vorpommern,2021-11-26,4012,1729,12101,2
Sachsen,2021-11-26,4598,2448,26046,NA
Sachsen-Anhalt,2021-11-26,4385,1490,14970,2
Thüringen,2021-11-26,2919,1490,12775,2
NA,2021-11-26,55,66,1167,NA
Schleswig-Holstein,2021-11-27,2258,937,12987,NA
Hamburg,2021-11-27,2503,599,5620,NA
Niedersachsen,2021-11-27,4269,1836,29235,1
Bremen,2021-11-27,432,223,1920,NA
Nordrhein-Westfalen,2021-11-27,19443,7422,137158,2
Hessen,2021-11-27,6717,1997,31612,1
Rheinland-Pfalz,2021-11-27,4822,1381,27337,NA
Baden-Württemberg,2021-11-27,30279,8969,154934,NA
Bayern,2021-11-27,16687,7856,84465,23
Saarland,2021-11-27,771,187,7269,NA
Berlin,2021-11-27,3436,1468,16623,NA
Brandenburg,2021-11-27,2749,509,10514,NA
Mecklenburg-Vorpommern,2021-11-27,870,211,3164,NA
Sachsen,2021-11-27,4117,1708,20636,NA
Sachsen-Anhalt,2021-11-27,3842,900,9054,NA
Thüringen,2021-11-27,6799,671,4802,1
NA,2021-11-27,NA,1,2,NA
Schleswig-Holstein,2021-11-28,260,85,2516,NA
Hamburg,2021-11-28,1270,363,1597,NA
Niedersachsen,2021-11-28,852,261,7321,NA
Bremen,2021-11-28,NA,1,49,NA
Nordrhein-Westfalen,2021-11-28,5496,2241,38338,NA
Hessen,2021-11-28,2926,715,11582,NA
Rheinland-Pfalz,2021-11-28,1388,324,5214,1
Baden-Württemberg,2021-11-28,6284,1671,29203,NA
Bayern,2021-11-28,4924,2461,25375,14
Saarland,2021-11-28,125,19,941,NA
Berlin,2021-11-28,1441,780,6871,NA
Brandenburg,2021-11-28,329,77,1450,NA
Mecklenburg-Vorpommern,2021-11-28,67,11,259,NA
Sachsen,2021-11-28,447,151,2959,NA
Sachsen-Anhalt,2021-11-28,421,113,1468,NA
Thüringen,2021-11-28,401,100,1059,NA
Schleswig-Holstein,2021-11-29,2381,1456,15437,NA
Hamburg,2021-11-29,2050,1086,8285,NA
Niedersachsen,2021-11-29,8760,4509,46252,2
Bremen,2021-11-29,853,372,2801,1
Nordrhein-Westfalen,2021-11-29,15609,8464,119256,2
Hessen,2021-11-29,6587,3038,27596,1
Rheinland-Pfalz,2021-11-29,4564,1488,22432,3
Baden-Württemberg,2021-11-29,10138,5172,50838,2
Bayern,2021-11-29,12605,7488,76604,20
Saarland,2021-11-29,969,333,6043,NA
Berlin,2021-11-29,4573,2137,22360,NA
Brandenburg,2021-11-29,2795,1252,13160,NA
Mecklenburg-Vorpommern,2021-11-29,2550,978,9951,NA
Sachsen,2021-11-29,3645,1829,18667,NA
Sachsen-Anhalt,2021-11-29,3498,1459,14821,NA
Thüringen,2021-11-29,1831,816,8241,NA
NA,2021-11-29,112,106,1810,1
Schleswig-Holstein,2021-11-30,3147,2652,26267,1
Hamburg,2021-11-30,3134,1858,15326,NA
Niedersachsen,2021-11-30,11489,7905,81428,2
Bremen,2021-11-30,1096,595,4718,NA
Nordrhein-Westfalen,2021-11-30,22584,15958,207831,NA
Hessen,2021-11-30,9617,5883,52336,2
Rheinland-Pfalz,2021-11-30,6242,3593,42755,2
Baden-Württemberg,2021-11-30,16208,9812,105419,1
Bayern,2021-11-30,20043,14392,142092,26
Saarland,2021-11-30,1497,908,12853,NA
Berlin,2021-11-30,6350,3622,34855,1
Brandenburg,2021-11-30,4893,2507,25321,2
Mecklenburg-Vorpommern,2021-11-30,3025,1727,16421,NA
Sachsen,2021-11-30,5171,3303,33201,NA
Sachsen-Anhalt,2021-11-30,4708,2496,23361,NA
Thüringen,2021-11-30,3344,1874,18832,1
NA,2021-11-30,291,198,3887,NA
Schleswig-Holstein,2021-12-01,3876,3066,39689,3
Hamburg,2021-12-01,3531,2247,19881,NA
Niedersachsen,2021-12-01,11921,9451,104744,NA
Bremen,2021-12-01,1185,696,5249,NA
Nordrhein-Westfalen,2021-12-01,20697,15922,266584,2
Hessen,2021-12-01,10362,6558,72804,5
Rheinland-Pfalz,2021-12-01,6567,3769,52574,1
Baden-Württemberg,2021-12-01,18461,10876,130293,7
Bayern,2021-12-01,20592,16042,170148,33
Saarland,2021-12-01,1643,844,14798,NA
Berlin,2021-12-01,5661,3766,41356,4
Brandenburg,2021-12-01,4708,2228,30988,NA
Mecklenburg-Vorpommern,2021-12-01,3234,1754,19908,1
Sachsen,2021-12-01,5311,3713,42423,NA
Sachsen-Anhalt,2021-12-01,4199,2349,27863,1
Thüringen,2021-12-01,3540,1908,20668,NA
NA,2021-12-01,221,140,4251,NA
Schleswig-Holstein,2021-12-02,3628,2811,32926,NA
Hamburg,2021-12-02,2518,1937,18018,NA
Niedersachsen,2021-12-02,10764,8754,95019,1
Bremen,2021-12-02,1124,618,5607,NA
Nordrhein-Westfalen,2021-12-02,21416,17201,243804,2
Hessen,2021-12-02,9240,6228,63082,NA
Rheinland-Pfalz,2021-12-02,5460,3451,45388,10
Baden-Württemberg,2021-12-02,15449,11174,124649,6
Bayern,2021-12-02,19382,18608,158238,57
Saarland,2021-12-02,1625,712,12592,NA
Berlin,2021-12-02,5064,3734,41383,4
Brandenburg,2021-12-02,4903,2650,29635,NA
Mecklenburg-Vorpommern,2021-12-02,3026,1915,19221,NA
Sachsen,2021-12-02,4776,3775,38393,1
Sachsen-Anhalt,2021-12-02,4599,2594,28245,NA
Thüringen,2021-12-02,3804,2395,21405,1
NA,2021-12-02,348,327,5332,NA
Schleswig-Holstein,2021-12-03,3357,2180,31306,2
Hamburg,2021-12-03,2040,1446,17018,2
Niedersachsen,2021-12-03,8407,6619,90789,2
Bremen,2021-12-03,1129,779,6143,NA
Nordrhein-Westfalen,2021-12-03,18204,12321,242144,2
Hessen,2021-12-03,7898,5167,61025,2
Rheinland-Pfalz,2021-12-03,5263,2675,46349,2
Baden-Württemberg,2021-12-03,13653,8414,119767,9
Bayern,2021-12-03,16516,15641,139473,33
Saarland,2021-12-03,1146,619,11715,2
Berlin,2021-12-03,4131,3077,34901,1
Brandenburg,2021-12-03,3799,1431,23454,1
Mecklenburg-Vorpommern,2021-12-03,2692,1401,15508,NA
Sachsen,2021-12-03,4041,2573,33583,NA
Sachsen-Anhalt,2021-12-03,3168,1495,20485,NA
Thüringen,2021-12-03,2190,1708,16325,2
NA,2021-12-03,95,117,1676,NA
Schleswig-Holstein,2021-12-04,3133,1649,29353,3
Hamburg,2021-12-04,1703,755,12825,NA
Niedersachsen,2021-12-04,4839,2272,69046,NA
Bremen,2021-12-04,777,403,4885,NA
Nordrhein-Westfalen,2021-12-04,17937,9121,265074,2
Hessen,2021-12-04,7244,3172,62140,2
Rheinland-Pfalz,2021-12-04,4332,1545,47824,2
Baden-Württemberg,2021-12-04,14190,6259,156854,3
Bayern,2021-12-04,13560,10042,115942,22
Saarland,2021-12-04,1071,513,14755,NA
Berlin,2021-12-04,3065,2178,26614,1
Brandenburg,2021-12-04,3165,1005,18861,NA
Mecklenburg-Vorpommern,2021-12-04,1662,464,11332,NA
Sachsen,2021-12-04,3613,1690,28355,NA
Sachsen-Anhalt,2021-12-04,2267,921,15010,14
Thüringen,2021-12-04,4951,1121,8676,NA
NA,2021-12-04,NA,NA,138,NA
Schleswig-Holstein,2021-12-05,236,70,3456,NA
Hamburg,2021-12-05,572,229,2788,NA
Niedersachsen,2021-12-05,902,439,16772,1
Bremen,2021-12-05,248,49,386,NA
Nordrhein-Westfalen,2021-12-05,5361,3067,67812,NA
Hessen,2021-12-05,2064,1019,16836,1
Rheinland-Pfalz,2021-12-05,752,209,11696,NA
Baden-Württemberg,2021-12-05,4441,2345,60201,1
Bayern,2021-12-05,4258,3313,37573,7
Saarland,2021-12-05,131,72,3303,NA
Berlin,2021-12-05,1176,1176,9726,1
Brandenburg,2021-12-05,276,83,2515,NA
Mecklenburg-Vorpommern,2021-12-05,239,66,905,NA
Sachsen,2021-12-05,223,69,2755,NA
Sachsen-Anhalt,2021-12-05,279,93,2167,NA
Thüringen,2021-12-05,203,39,939,NA
NA,2021-12-05,NA,NA,1,NA
Schleswig-Holstein,2021-12-06,2257,1820,24060,NA
Hamburg,2021-12-06,1414,927,11250,NA
Niedersachsen,2021-12-06,5650,4509,71693,3
Bremen,2021-12-06,839,363,3572,NA
Nordrhein-Westfalen,2021-12-06,13091,9128,149446,4
Hessen,2021-12-06,5577,3677,40707,3
Rheinland-Pfalz,2021-12-06,3187,1682,30774,1
Baden-Württemberg,2021-12-06,8042,5737,84961,4
Bayern,2021-12-06,10821,9698,94485,29
Saarland,2021-12-06,830,376,9035,NA
Berlin,2021-12-06,3482,2741,27247,1
Brandenburg,2021-12-06,2499,1503,16444,1
Mecklenburg-Vorpommern,2021-12-06,1521,899,12678,1
Sachsen,2021-12-06,3280,2027,24964,NA
Sachsen-Anhalt,2021-12-06,3093,1642,19811,NA
Thüringen,2021-12-06,2409,802,12331,NA
NA,2021-12-06,195,104,2781,NA
Schleswig-Holstein,2021-12-07,2893,2680,34018,NA
Hamburg,2021-12-07,2117,1678,17374,NA
Niedersachsen,2021-12-07,7585,8298,116392,NA
Bremen,2021-12-07,1118,666,6060,NA
Nordrhein-Westfalen,2021-12-07,17856,15790,238127,3
Hessen,2021-12-07,8461,6791,67564,2
Rheinland-Pfalz,2021-12-07,4644,3396,51505,2
Baden-Württemberg,2021-12-07,10838,10286,132240,3
Bayern,2021-12-07,15808,16234,160908,33
Saarland,2021-12-07,1126,918,14600,NA
Berlin,2021-12-07,4534,4334,39451,1
Brandenburg,2021-12-07,3734,2842,30678,2
Mecklenburg-Vorpommern,2021-12-07,2094,1386,19897,NA
Sachsen,2021-12-07,4495,3385,39944,1
Sachsen-Anhalt,2021-12-07,3566,2507,27787,NA
Thüringen,2021-12-07,3469,2031,23572,3
NA,2021-12-07,192,165,5386,1
Schleswig-Holstein,2021-12-08,3673,3353,46253,NA
Hamburg,2021-12-08,2399,2041,23989,1
Niedersachsen,2021-12-08,9401,9496,140123,NA
Bremen,2021-12-08,1288,742,8124,1
Nordrhein-Westfalen,2021-12-08,17329,16284,280331,4
Hessen,2021-12-08,8250,7341,87439,2
Rheinland-Pfalz,2021-12-08,5453,3544,65882,3
Baden-Württemberg,2021-12-08,12601,11943,164384,5
Bayern,2021-12-08,16274,17756,179799,31
Saarland,2021-12-08,1237,926,17417,NA
Berlin,2021-12-08,4489,4651,47739,NA
Brandenburg,2021-12-08,3856,2508,34444,2
Mecklenburg-Vorpommern,2021-12-08,2374,1824,24007,NA
Sachsen,2021-12-08,5000,3143,48979,3
Sachsen-Anhalt,2021-12-08,3488,2443,30458,NA
Thüringen,2021-12-08,3829,2194,24935,3
NA,2021-12-08,431,359,8055,NA
Schleswig-Holstein,2021-12-09,2876,2875,36202,3
Hamburg,2021-12-09,2015,1974,22314,1
Niedersachsen,2021-12-09,7539,9578,128129,4
Bremen,2021-12-09,1075,758,8059,NA
Nordrhein-Westfalen,2021-12-09,16992,17637,256292,1
Hessen,2021-12-09,7503,6868,74443,4
Rheinland-Pfalz,2021-12-09,4624,3609,55997,1
Baden-Württemberg,2021-12-09,11424,12104,156086,8
Bayern,2021-12-09,15845,19056,168971,40
Saarland,2021-12-09,1216,871,15258,NA
Berlin,2021-12-09,4058,4437,44028,2
Brandenburg,2021-12-09,4035,2973,34386,4
Mecklenburg-Vorpommern,2021-12-09,2336,2044,22209,NA
Sachsen,2021-12-09,5172,4155,45451,4
Sachsen-Anhalt,2021-12-09,3404,2774,31696,NA
Thüringen,2021-12-09,3271,2580,25814,NA
NA,2021-12-09,489,269,8517,2
Schleswig-Holstein,2021-12-10,2915,2626,35191,NA
Hamburg,2021-12-10,1670,1682,20900,2
Niedersachsen,2021-12-10,6244,8055,125815,NA
Bremen,2021-12-10,1017,840,8096,NA
Nordrhein-Westfalen,2021-12-10,14216,14042,254541,11
Hessen,2021-12-10,6655,5741,78214,1
Rheinland-Pfalz,2021-12-10,4246,3257,57469,2
Baden-Württemberg,2021-12-10,10170,10575,148314,7
Bayern,2021-12-10,14033,18317,153304,44
Saarland,2021-12-10,1080,781,15011,NA
Berlin,2021-12-10,3084,3354,39011,NA
Brandenburg,2021-12-10,2858,1749,26981,2
Mecklenburg-Vorpommern,2021-12-10,1896,1722,18242,1
Sachsen,2021-12-10,3932,2948,37084,3
Sachsen-Anhalt,2021-12-10,2632,2150,22894,NA
Thüringen,2021-12-10,1879,1978,20100,NA
NA,2021-12-10,137,81,3098,NA
Schleswig-Holstein,2021-12-11,2687,2105,39072,1
Hamburg,2021-12-11,1270,942,17669,NA
Niedersachsen,2021-12-11,3638,2761,106838,NA
Bremen,2021-12-11,715,476,6484,1
Nordrhein-Westfalen,2021-12-11,14722,12195,294153,1
Hessen,2021-12-11,6300,3754,85189,7
Rheinland-Pfalz,2021-12-11,3607,2036,65560,2
Baden-Württemberg,2021-12-11,12913,8704,204863,9
Bayern,2021-12-11,11328,12200,125671,22
Saarland,2021-12-11,1062,766,18865,NA
Berlin,2021-12-11,2521,2574,32178,NA
Brandenburg,2021-12-11,2308,1013,21726,1
Mecklenburg-Vorpommern,2021-12-11,776,475,7204,NA
Sachsen,2021-12-11,4085,2297,36402,3
Sachsen-Anhalt,2021-12-11,1620,1298,14805,1
Thüringen,2021-12-11,3557,2238,11840,1
NA,2021-12-11,NA,NA,2,NA
Schleswig-Holstein,2021-12-12,234,209,5269,NA
Hamburg,2021-12-12,183,126,3789,NA
Niedersachsen,2021-12-12,607,689,23609,NA
Bremen,2021-12-12,239,163,2468,NA
Nordrhein-Westfalen,2021-12-12,3648,3840,73519,NA
Hessen,2021-12-12,2368,1479,24595,NA
Rheinland-Pfalz,2021-12-12,855,423,20018,NA
Baden-Württemberg,2021-12-12,4044,2891,67219,2
Bayern,2021-12-12,3549,4762,38538,13
Saarland,2021-12-12,132,60,2189,NA
Berlin,2021-12-12,702,1323,10882,NA
Brandenburg,2021-12-12,292,166,2210,NA
Mecklenburg-Vorpommern,2021-12-12,86,46,729,NA
Sachsen,2021-12-12,226,86,2394,NA
Sachsen-Anhalt,2021-12-12,318,241,3382,NA
Thüringen,2021-12-12,352,236,2029,NA
NA,2021-12-12,2,NA,8,NA
Schleswig-Holstein,2021-12-13,1582,1862,23837,1
Hamburg,2021-12-13,966,1167,12297,NA
Niedersachsen,2021-12-13,4346,6104,84430,2
Bremen,2021-12-13,701,589,5595,NA
Nordrhein-Westfalen,2021-12-13,9662,11385,149605,2
Hessen,2021-12-13,4788,4411,50821,2
Rheinland-Pfalz,2021-12-13,2662,2295,36451,2
Baden-Württemberg,2021-12-13,6045,6684,89564,1
Bayern,2021-12-13,9354,11771,100458,18
Saarland,2021-12-13,677,612,9367,NA
Berlin,2021-12-13,2646,3399,29686,NA
Brandenburg,2021-12-13,2121,1790,17434,NA
Mecklenburg-Vorpommern,2021-12-13,1180,1358,14864,NA
Sachsen,2021-12-13,3527,2739,29377,1
Sachsen-Anhalt,2021-12-13,1885,2232,19756,NA
Thüringen,2021-12-13,2024,1327,15275,1
NA,2021-12-13,100,111,4243,NA
Schleswig-Holstein,2021-12-14,2767,3488,37462,1
Hamburg,2021-12-14,1927,2518,22393,1
Niedersachsen,2021-12-14,7365,10473,136384,5
Bremen,2021-12-14,1115,962,8095,1
Nordrhein-Westfalen,2021-12-14,15443,20901,254887,3
Hessen,2021-12-14,7346,8565,83682,2
Rheinland-Pfalz,2021-12-14,4379,4617,61737,2
Baden-Württemberg,2021-12-14,11464,15078,155943,5
Bayern,2021-12-14,14839,20978,169081,36
Saarland,2021-12-14,1020,1260,15010,NA
Berlin,2021-12-14,4131,5292,45354,1
Brandenburg,2021-12-14,3272,3669,33908,5
Mecklenburg-Vorpommern,2021-12-14,1681,2036,21761,NA
Sachsen,2021-12-14,4967,4555,43988,2
Sachsen-Anhalt,2021-12-14,2681,3478,28816,NA
Thüringen,2021-12-14,3103,2775,26264,3
NA,2021-12-14,287,187,7326,NA
Schleswig-Holstein,2021-12-15,3769,4124,49380,1
Hamburg,2021-12-15,2123,2838,26564,1
Niedersachsen,2021-12-15,10446,13730,161098,2
Bremen,2021-12-15,1144,1090,9648,1
Nordrhein-Westfalen,2021-12-15,17326,22096,296073,232
Hessen,2021-12-15,8341,9786,102581,2
Rheinland-Pfalz,2021-12-15,5012,5366,75281,1
Baden-Württemberg,2021-12-15,14347,17048,172650,12
Bayern,2021-12-15,17879,21999,189022,35
Saarland,2021-12-15,1086,1224,16724,NA
Berlin,2021-12-15,5271,6087,52177,NA
Brandenburg,2021-12-15,3531,3476,36214,NA
Mecklenburg-Vorpommern,2021-12-15,2032,2586,26006,1
Sachsen,2021-12-15,5721,5310,50639,8
Sachsen-Anhalt,2021-12-15,2670,3757,32439,2
Thüringen,2021-12-15,3512,3305,27588,1
NA,2021-12-15,344,248,8071,1
Schleswig-Holstein,2021-12-16,2708,3926,39754,4
Hamburg,2021-12-16,2741,2941,26115,41
Niedersachsen,2021-12-16,8843,14352,141940,3
Bremen,2021-12-16,1192,903,9739,1
Nordrhein-Westfalen,2021-12-16,16949,25419,268988,161
Hessen,2021-12-16,8205,9586,88996,4
Rheinland-Pfalz,2021-12-16,5019,5760,64307,3
Baden-Württemberg,2021-12-16,13492,18888,160640,5
Bayern,2021-12-16,19188,24162,178232,21
Saarland,2021-12-16,1258,1298,15030,NA
Berlin,2021-12-16,5766,6211,47963,2
Brandenburg,2021-12-16,3681,4471,35582,5
Mecklenburg-Vorpommern,2021-12-16,2229,3051,24769,1
Sachsen,2021-12-16,5407,6204,48705,3
Sachsen-Anhalt,2021-12-16,3268,4974,33374,NA
Thüringen,2021-12-16,4318,3630,27660,2
NA,2021-12-16,358,310,8947,1
Schleswig-Holstein,2021-12-17,3060,3067,34574,6
Hamburg,2021-12-17,1816,2253,22789,1
Niedersachsen,2021-12-17,8738,11928,129896,NA
Bremen,2021-12-17,1258,949,10479,3
Nordrhein-Westfalen,2021-12-17,23367,20679,238799,9
Hessen,2021-12-17,8498,8347,82006,4
Rheinland-Pfalz,2021-12-17,4742,5480,63829,5
Baden-Württemberg,2021-12-17,14257,15878,143427,18
Bayern,2021-12-17,18911,22597,150025,38
Saarland,2021-12-17,1059,1246,14333,NA
Berlin,2021-12-17,5129,4880,38306,2
Brandenburg,2021-12-17,3030,2958,25528,2
Mecklenburg-Vorpommern,2021-12-17,1639,3116,19809,NA
Sachsen,2021-12-17,4842,4642,39482,NA
Sachsen-Anhalt,2021-12-17,2112,3164,21382,NA
Thüringen,2021-12-17,3098,2551,20982,1
NA,2021-12-17,96,103,2631,2
Schleswig-Holstein,2021-12-18,3498,2508,39079,NA
Hamburg,2021-12-18,2236,1403,19704,NA
Niedersachsen,2021-12-18,8586,4834,106467,1
Bremen,2021-12-18,847,553,8905,NA
Nordrhein-Westfalen,2021-12-18,23405,17165,246210,6
Hessen,2021-12-18,8095,5185,77044,4
Rheinland-Pfalz,2021-12-18,4279,3304,55163,7
Baden-Württemberg,2021-12-18,19624,15706,167315,5
Bayern,2021-12-18,18608,13953,109818,26
Saarland,2021-12-18,1247,889,15676,NA
Berlin,2021-12-18,5424,2863,27933,NA
