"";"Kreis";"AG_rki";"ges";"m";"w"
"2379";16073;3;16133;8677;7456
"2380";16073;4;35548;18456;17092
"2381";16073;5;29651;14033;15618
"2382";16073;6;9848;3495;6353
"2383";16074;1;3398;1709;1689
"2384";16074;2;7280;3741;3539
"2385";16074;3;13670;7184;6486
"2386";16074;4;29728;15426;14302
"2387";16074;5;22639;10816;11823
"2388";16074;6;6235;2386;3849
"2389";16075;1;3191;1647;1544
"2390";16075;2;6772;3474;3298
"2391";16075;3;12970;6928;6042
"2392";16075;4;28382;14838;13544
"2393";16075;5;22173;10595;11578
"2394";16075;6;6824;2408;4416
"2395";16076;1;3603;1865;1738
"2396";16076;2;7881;4118;3763
"2397";16076;3;14002;7477;6525
"2398";16076;4;33832;17482;16350
"2399";16076;5;28824;13632;15192
"2400";16076;6;9256;3347;5909
"2401";16077;1;3286;1681;1605
"2402";16077;2;6964;3486;3478
"2403";16077;3;13334;7047;6287
"2404";16077;4;30553;15949;14604
"2405";16077;5;26601;12462;14139
"2406";16077;6;8655;3177;5478
